backbone,dataset,method,variant,seed,run_id,source_artifact,commit,evidence_tier,manuscript_role,paired_control_run_id,paired_variant,pair_valid,parameter_match_pct,trainability_regime,trainable_parameters,selector_metric,selected_epoch,balanced_accuracy,macro_f1,kappa,weighted_f1,audit_status,audit_notes,selection_rule,artifact_final_status,artifact_audit_note,artifact_checks,source_selected_epoch,source_balanced_accuracy,source_macro_f1,source_cohen_kappa,source_weighted_f1,source_trainable_parameter_fraction,source_adapter_parameter_count,source_total_parameters,source_peak_gpu_memory_bytes,source_training_wall_seconds,source_time_per_epoch_seconds
LaBraM,FACED,frozen_probe,none,1024,faced_reviewer_r2_frozen_dense_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed1024,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,38,0.1379495437466452,,0.03298363407469562,0.11280109814543286,UNREVIEWED,,complete_three_seed:frozen_probe:none,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.137949543747,0.107598356996,0.0329836340747,0.112801098145,0.0003107315761854908,0,5821745,,,
LaBraM,FACED,frozen_probe,none,3407,faced_reviewer_r2_frozen_dense_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed3407,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,14,0.13808373590982287,,0.03389688650820222,0.08290504585186034,UNREVIEWED,,complete_three_seed:frozen_probe:none,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.13808373591,0.0762439326597,0.0338968865082,0.0829050458519,0.0003107315761854908,0,5821745,,,
LaBraM,FACED,frozen_probe,none,42,faced_reviewer_r2_frozen_dense_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed42,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1809,validation_kappa,38,0.1439881910896404,,0.03878759969020151,0.11379690817177396,UNREVIEWED,,complete_three_seed:frozen_probe:none,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.14398819109,0.109248175053,0.0387875996902,0.113796908172,0.0003107315761854908,0,5821745,,,
LaBraM,FACED,frozen_native_generic,generic,1024,faced_reviewer_r2_frozen_generic_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed1024,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,62,0.17901234567901234,,0.07853447011751902,0.17218057617635846,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.179012345679,0.168845896594,0.0785344701175,0.172180576176,0.004800607386102281,26265,5848010,,,
LaBraM,FACED,frozen_native_generic,generic,3407,faced_reviewer_r2_frozen_generic_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed3407,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,73,0.1802200751476114,,0.08000753406023076,0.175537123733614,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.180220075148,0.172230456092,0.0800075340602,0.175537123734,0.004800607386102281,26265,5848010,,,
LaBraM,FACED,frozen_native_generic,generic,42,faced_reviewer_r2_frozen_generic_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed42,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,28074,validation_kappa,73,0.17525496511003757,,0.07405081836828664,0.17003171692657595,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.17525496511,0.166861073193,0.0740508183683,0.170031716927,0.004800607386102281,26265,5848010,,,
LaBraM,FACED,frozen_native_patch,patch,1024,faced_reviewer_r2_frozen_patch_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed1024,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,42,0.15901771336553944,,0.05539212618138567,0.1565857611009523,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.159017713366,0.153771969307,0.0553921261814,0.156585761101,0.027245774907545546,161201,5982946,,,
LaBraM,FACED,frozen_native_patch,patch,3407,faced_reviewer_r2_frozen_patch_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed3407,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,38,0.1728395061728395,,0.07052245034217985,0.15699171474116658,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.172839506173,0.154118522649,0.0705224503422,0.156991714741,0.027245774907545546,161201,5982946,,,
LaBraM,FACED,frozen_native_patch,patch,42,faced_reviewer_r2_frozen_patch_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed42,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,163010,validation_kappa,38,0.17028985507246375,,0.06693915001876793,0.15555694587822905,UNREVIEWED,,complete_three_seed:frozen_native_patch:patch,SUPPORTING,legacy frozen packet lacks explicit eval-mode provenance,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=false;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.170289855072,0.153339274111,0.0669391500188,0.155556945878,0.027245774907545546,161201,5982946,,,
LaBraM,FACED,lora,qkv,1024,faced_reviewer_r2_lora_qkv_r8_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed1024,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,45,0.27281266774020396,,0.18078602620087336,0.2702981365613395,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.27281266774,0.270097320708,0.180786026201,0.270298136561,0.013326845857749665,0,5898545,,,
LaBraM,FACED,lora,qkv,3407,faced_reviewer_r2_lora_qkv_r8_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed3407,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,63,0.2557702630166398,,0.16233333333333333,0.2543449127780626,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.255770263017,0.253734230535,0.162333333333,0.254344912778,0.013326845857749665,0,5898545,,,
LaBraM,FACED,lora,qkv,42,faced_reviewer_r2_lora_qkv_r8_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed42,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78609,validation_kappa,79,0.3184380032206119,,0.2321978845673357,0.3157336048813044,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.318438003221,0.315667506982,0.232197884567,0.315733604881,0.013326845857749665,0,5898545,,,
LaBraM,FACED,upper2,upper,1024,faced_reviewer_r2_upper2_seed1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed1024,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,61,0.2966988727858293,,0.2087133991419885,0.2970314602486105,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.296698872786,0.296217943377,0.208713399142,0.297031460249,0.1661304299655859,0,5821745,,,
LaBraM,FACED,upper2,upper,3407,faced_reviewer_r2_upper2_seed3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed3407,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,64,0.298040794417606,,0.20891759558287337,0.29791769205599455,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.298040794418,0.298369670069,0.208917595583,0.297917692056,0.1661304299655859,0,5821745,,,
LaBraM,FACED,upper2,upper,42,faced_reviewer_r2_upper2_seed42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed42,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,967169,validation_kappa,75,0.29589371980676327,,0.20666666666666655,0.29495016549037856,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.295893719807,0.295200377381,0.206666666667,0.29495016549,0.1661304299655859,0,5821745,,,
CBraMod,isruc,generic_bottleneck,none,1024,isruc_cbramod_alpha0_frozen_generic_r64_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_frozen_generic_r64_s1024,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21613726,validation_kappa,19,0.7438227429921227,0.7448189227043173,0.7000894256682084,0.7683882913514379,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,19,0.743822742992,0.744818922704,0.700089425668,0.768388291351,,26264,,812717568,1228.4834070205688,61.004607272148135
CBraMod,isruc,generic_bottleneck,none,3407,isruc_cbramod_alpha0_frozen_generic_r64_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_frozen_generic_r64_s3407,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21613726,validation_kappa,16,0.7398393134590322,0.737684351925253,0.6974637430867696,0.7631038849593457,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,16,0.739839313459,0.737684351925,0.697463743087,0.763103884959,,26264,,812717568,968.6613693237305,48.10827656984329
CBraMod,isruc,generic_bottleneck,none,42,isruc_cbramod_frozen_generic_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_generic_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21613726,validation_kappa,9,0.752260738681068,0.7437807301070515,0.7114092871489754,0.771384657073822,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,9,0.752260738681,0.743780730107,0.711409287149,0.771384657074,,26265,,812717568,1246.5170121192932,61.8996062874794
CBraMod,isruc,frozen_probe,none,1024,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,20,0.7543855637013218,0.7509045801707795,0.7069015499765529,0.7720601779743427,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,20,0.754385563701,0.750904580171,0.706901549977,0.772060177974,,0,,809702400,1174.7435388565063,58.32177778482437
CBraMod,isruc,frozen_probe,none,3407,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,10,0.7599638783089742,0.7574594748575196,0.7225676263771739,0.7853328223561034,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,10,0.759963878309,0.757459474858,0.722567626377,0.785332822356,,0,,809702400,1158.9428555965424,57.54140366315842
CBraMod,isruc,frozen_probe,none,42,isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,21587461,validation_kappa,16,0.7542625984571867,0.7465727382575784,0.7041219340097529,0.767764261252889,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,16,0.754262598457,0.746572738258,0.70412193401,0.767764261253,,0,,809702400,1494.8143694400787,74.19049808979034
CBraMod,isruc,lora,none,1024,isruc_cbramod_lora_qkv_r8_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_lora_qkv_r8_s1024_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21664261,validation_kappa,10,0.7521066099568637,0.7486022387534367,0.7171117679540066,0.7779990264540873,UNREVIEWED,,complete_three_seed:lora:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,10,0.752106609957,0.748602238753,0.717111767954,0.777999026454,,0,,4233985536,2148.470366001129,106.98964315652847
CBraMod,isruc,lora,none,3407,isruc_cbramod_lora_qkv_r8_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_lora_qkv_r8_s3407_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21664261,validation_kappa,19,0.7554935179435303,0.7524173765741068,0.711312713982995,0.776195704146789,UNREVIEWED,,complete_three_seed:lora:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,19,0.755493517944,0.752417376574,0.711312713983,0.776195704147,,0,,4233985536,2066.1322734355927,102.89023840427399
CBraMod,isruc,lora,none,42,isruc_cbramod_lora_qkv_r8_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_lora_qkv_r8_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,21664261,validation_kappa,9,0.746508729374732,0.7387823196824165,0.700463382439486,0.7662418302422025,UNREVIEWED,,complete_three_seed:lora:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,9,0.746508729375,0.738782319682,0.700463382439,0.766241830242,,0,,4233985536,2080.881277322769,103.64164983034134
CBraMod,isruc,upper_k_finetune,none,1024,isruc_cbramod_upper2_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_upper2_s1024_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,22392661,validation_kappa,9,0.7791125899125213,0.7694528410103383,0.7315814124027624,0.7890267635356137,UNREVIEWED,,complete_three_seed:upper_k_finetune:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,9,0.779112589913,0.76945284101,0.731581412403,0.789026763536,,0,,1676089344,1361.96524143219,67.69455145597458
CBraMod,isruc,upper_k_finetune,none,3407,isruc_cbramod_upper2_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_upper2_s3407_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,22392661,validation_kappa,6,0.7770745360613545,0.7749668864201185,0.7404410496499066,0.8003940544110134,UNREVIEWED,,complete_three_seed:upper_k_finetune:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,6,0.777074536061,0.77496688642,0.74044104965,0.800394054411,,0,,1676089344,1151.8784840106964,57.28602463006973
CBraMod,isruc,upper_k_finetune,none,42,isruc_cbramod_upper2_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_upper2_s42_lr2e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,22392661,validation_kappa,6,0.7758898107736814,0.7730561327112506,0.7495102855404923,0.8021801735659505,UNREVIEWED,,complete_three_seed:upper_k_finetune:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,6,0.775889810774,0.773056132711,0.74951028554,0.802180173566,,0,,1676089344,1405.7378158569336,69.8719333410263
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,1024,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,23,0.27920721937012916,,0.03904783513665111,0.26154024467936204,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.27920721937,0.26130891273,0.0390478351367,0.261540244679,0.014664059391692274,85810,5906550,,,
