backbone,dataset,method,variant,seed,run_id,source_artifact,commit,evidence_tier,manuscript_role,paired_control_run_id,paired_variant,pair_valid,parameter_match_pct,trainability_regime,trainable_parameters,selector_metric,selected_epoch,balanced_accuracy,macro_f1,kappa,weighted_f1,audit_status,audit_notes,selection_rule,artifact_final_status,artifact_audit_note,artifact_checks,source_selected_epoch,source_balanced_accuracy,source_macro_f1,source_cohen_kappa,source_weighted_f1,source_trainable_parameter_fraction,source_adapter_parameter_count,source_total_parameters,source_peak_gpu_memory_bytes,source_training_wall_seconds,source_time_per_epoch_seconds
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,3407,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,23,0.2814281606695931,,0.042012783091985195,0.26194032125215694,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.28142816067,0.261701172995,0.042012783092,0.261940321252,0.014664059391692274,85810,5906550,,,
LaBraM,PhysioNet-MI,frozen_native_channel_patch,channel_patch,42,physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,86614,validation_kappa,28,0.28914047739135995,,0.052272578992569985,0.2782369231757911,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.289140477391,0.278062987965,0.0522725789926,0.278236923176,0.014664059391692274,85810,5906550,,,
LaBraM,PhysioNet-MI,frozen_probe,none,1024,physio_mi_frozen_dense_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,23,0.2699090531941725,,0.02662003135822455,0.256095490387544,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.269909053194,0.255934215679,0.0266200313582,0.256095490388,0.00013812676738696455,0,5820740,,,
LaBraM,PhysioNet-MI,frozen_probe,none,3407,physio_mi_frozen_dense_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,20,0.2693969181057666,,0.02591434711819185,0.2648999125148436,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.269396918106,0.264803464086,0.0259143471182,0.264899912515,0.00013812676738696455,0,5820740,,,
LaBraM,PhysioNet-MI,frozen_probe,none,42,physio_mi_frozen_dense_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_frozen_dense_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,804,validation_kappa,20,0.2688425943807112,,0.025175522259483718,0.2643087026465435,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.268842594381,0.264212274236,0.0251755222595,0.264308702647,0.00013812676738696455,0,5820740,,,
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,1024,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,9,0.6302398003829567,,0.5067903421869848,0.6330909482318485,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.630239800383,0.633190698449,0.506790342187,0.633090948232,1.0,85810,5906550,,,
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,3407,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,15,0.6158282889039495,,0.48760575613560897,0.6159926365705106,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.615828288904,0.616030310415,0.487605756136,0.615992636571,1.0,85810,5906550,,,
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,42,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,11,0.6297170793176202,,0.5060737876723087,0.6309687148760922,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.629717079318,0.631064491165,0.506073787672,0.630968714876,1.0,85810,5906550,,,
LaBraM,PhysioNet-MI,frozen_native_generic,generic,1024,physio_mi_generic_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.2697106347141692,,0.02640075926648555,0.25764757770551155,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.269710634714,0.257434671362,0.0264007592665,0.257647577706,0.0046295496583293495,26265,5847005,,,
LaBraM,PhysioNet-MI,frozen_native_generic,generic,3407,physio_mi_generic_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.26861923318176184,,0.024927126622417473,0.257323653155011,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.268619233182,0.257127138463,0.0249271266224,0.257323653155,0.0046295496583293495,26265,5847005,,,
LaBraM,PhysioNet-MI,frozen_native_generic,generic,42,physio_mi_generic_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.2713674956837422,,0.02860745563193645,0.25894625578852154,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.271367495684,0.258733468368,0.0286074556319,0.258946255789,0.0046295496583293495,26265,5847005,,,
LaBraM,PhysioNet-MI,dense,none,1024,physio_mi_labram_dense_locked_lr5e4_s1024_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s1024_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,16,0.6223072517575746,,0.4963901982048199,0.6232948413059111,UNREVIEWED,,complete_three_seed:dense:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.622307251758,0.62331267894,0.496390198205,0.623294841306,1.0,0,5820740,,,
LaBraM,PhysioNet-MI,dense,none,3407,physio_mi_labram_dense_locked_lr5e4_s3407_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s3407_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,17,0.5933300625025842,,0.4578504673663968,0.5933492955145299,UNREVIEWED,,complete_three_seed:dense:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.593330062503,0.593357832956,0.457850467366,0.593349295515,1.0,0,5820740,,,
LaBraM,PhysioNet-MI,dense,none,42,physio_mi_labram_dense_sweep_lr5e4_s42_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_sweep_lr5e4_s42_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,21,0.6123109472490749,,0.4830437282960296,0.6142119774327689,UNREVIEWED,,complete_three_seed:dense:none,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.612310947249,0.614276579829,0.483043728296,0.614211977433,1.0,0,5820740,,,
LaBraM,PhysioNet-MI,lora,qkv,1024,physio_mi_lora_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,30,0.531337027959996,,0.3750689623347724,0.5293968411562315,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.53133702796,0.529446462282,0.375068962335,0.529396841156,0.013158706850652985,0,5897540,,,
LaBraM,PhysioNet-MI,lora,qkv,3407,physio_mi_lora_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,25,0.5268508642895542,,0.3690807696599345,0.5271852842834744,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.52685086429,0.527268575034,0.36908076966,0.527185284283,0.013158706850652985,0,5897540,,,
LaBraM,PhysioNet-MI,lora,qkv,42,physio_mi_lora_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,33,0.5723966199257133,,0.4298109177001016,0.5745333680908417,UNREVIEWED,,complete_three_seed:lora:qkv,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.572396619926,0.574589544449,0.4298109177,0.574533368091,0.013158706850652985,0,5897540,,,
LaBraM,PhysioNet-MI,upper2,upper,1024,physio_mi_upper2_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,29,0.4937348798433915,,0.3248495497257996,0.4928994821391977,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.493734879843,0.492979116215,0.324849549726,0.492899482139,0.16598645533042192,0,5820740,,,
LaBraM,PhysioNet-MI,upper2,upper,3407,physio_mi_upper2_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,14,0.5193809766394943,,0.3589713202180611,0.5156858650542416,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.519380976639,0.515791955694,0.358971320218,0.515685865054,0.16598645533042192,0,5820740,,,
LaBraM,PhysioNet-MI,upper2,upper,42,physio_mi_upper2_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,11,0.5335640136211067,,0.37803410403486215,0.534769702802344,UNREVIEWED,,complete_three_seed:upper2:upper,VERIFIED,all required checks passed,run_config.json=true;final_test.json=true;checkpoint-best.pth=true;log.txt=true;strict_checkpoint_load=true;validation_selector=true;frozen_mode=true;frozen_eval_mode=true;seed=true;primary_checkpoint=true;epoch_log=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,,0.533564013621,0.5348256117,0.378034104035,0.534769702802,0.16598645533042192,0,5820740,,,
CBraMod,physionet_mi,interaction_aligned,channel,42,physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s42_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.2835791018883,frozen,41151609,validation_kappa,7,0.5392313995057074,0.541705919662576,0.38554458482747767,0.5416744180025194,UNREVIEWED,,complete_three_seed:interaction_aligned:channel,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,7,0.539231399506,0.541705919663,0.385544584827,0.541674418003,0.8939120970989961,29804,46035409,1069621248,979.3441755771637,22.941322535276413
CBraMod,physionet_mi,interaction_aligned,channel,1024,physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.2835791018883,frozen,41151609,validation_kappa,2,0.5552695052871399,0.5545717673204273,0.40693927386864703,0.5545100653436812,UNREVIEWED,,complete_three_seed:interaction_aligned:channel,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,2,0.555269505287,0.55457176732,0.406939273869,0.554510065344,0.8939120970989961,29804,46035409,1069621248,592.3978090286255,14.443268287181855
CBraMod,physionet_mi,interaction_aligned,channel,3407,physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.2835791018883,frozen,41151609,validation_kappa,11,0.5402712924306594,0.5432412332908125,0.386977160424965,0.5432178800623216,UNREVIEWED,,complete_three_seed:interaction_aligned:channel,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,11,0.540271292431,0.543241233291,0.386977160425,0.543217880062,0.8939120970989961,29804,46035409,1069621248,619.2061877250671,15.088371282815933
CBraMod,physionet_mi,generic_bottleneck,none,42,physionet_mi_cbramod_frozen_generic_r64_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_r64_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,4,0.5425707668081,0.5449031234091855,0.38997207973188663,0.5448459749237149,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,4,0.542570766808,0.544903123409,0.389972079732,0.544845974924,0.8939039385952371,26264,46031869,1069535232,436.2256577014923,10.665612757205963
CBraMod,physionet_mi,generic_bottleneck,none,1024,physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,2,0.562441614470168,0.5627679789379954,0.41653022251607386,0.5627192578897148,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,2,0.56244161447,0.562767978938,0.416530222516,0.56271925789,0.8939039385952371,26264,46031869,1069535232,834.7121493816376,19.459209549427033
CBraMod,physionet_mi,generic_bottleneck,none,3407,physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,8,0.5473733390214944,0.5503297619207032,0.39653585474018915,0.5503428286183412,UNREVIEWED,,complete_three_seed:generic_bottleneck:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,8,0.547373339021,0.550329761921,0.39653585474,0.550342828618,0.8939039385952371,26264,46031869,1069535232,397.3218324184418,9.71706166267395
CBraMod,physionet_mi,frozen_probe,none,1024,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,41121804,validation_kappa,12,0.5425242785108676,0.5440738589439391,0.38996257280585844,0.5440560821872225,UNREVIEWED,,complete_three_seed:frozen_probe:none,VERIFIED,all required checks passed,summary.json=true;test_metrics.json=true;resolved_config.json=true;provenance.json=true;dataset_audit.json=true;checkpoint_load_report.json=true;optimizer_groups.json=true;trainability_report.json=true;metrics_by_epoch.jsonl=true;completed=true;test_evaluation_completed=true;strict_checkpoint_load=true;finite_dataset=true;validation_selector=true;frozen_mode=true;seed=true;selected_epoch=true;finite_balanced_accuracy=true;finite_macro_f1=true;finite_cohen_kappa=true;finite_weighted_f1=true,12,0.542524278511,0.544073858944,0.389962572806,0.544056082187,0.8938433674297592,0,46005604,1068470272,569.2520546913147,13.86819851398468
