backbone,dataset,method,axis,source_package,n,seeds,complete_three_seed,all_contract_valid,configuration_homogeneous,manuscript_role,balanced_accuracy_mean,balanced_accuracy_sd,cohen_kappa_mean,cohen_kappa_sd,macro_f1_mean,macro_f1_sd,weighted_f1_mean,weighted_f1_sd,trainable_parameters_mean,selected_epoch_mean,source_artifacts,metric_complement_source,audit_note
CBraMod,PhysioNet-MI,interaction_aligned,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5419430152002023,0.0188176246012034,0.3892019577879754,0.0250996489566474,0.5416480584626266,0.0188855863670432,0.5416159641175163,0.018874974946958,41151609.0,3.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_r64_s42_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,registry aggregate,canonical registry group
CBraMod,PhysioNet-MI,lora,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5493360954990039,0.0042766054993173,0.39906324,0.00567866,0.55162567,0.0046797,0.5516113622299051,0.0046810834919697,41198604.0,10.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s42_lr2e-4_b64_e40,manuscript_final_v2 method_summary,canonical registry group
CBraMod,PhysioNet-MI,native_full_finetune,channel,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.621442116951778,0.0091406609141229,0.4951857977882583,0.0122052698853903,0.6224970058021437,0.0085431541493876,0.6224702137018255,0.008559930542422,46035409.0,18.33333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_r64_s42_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s1024_r64_adaplr2e-4_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,registry aggregate,incomplete or legacy/non-homogeneous group
CBraMod,PhysioNet-MI,native_full_finetune,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.6246152782474277,0.0014546897138292,0.4993842215001137,0.0019449263613895,0.6250826362847725,0.001722752488868,0.6250410751908922,0.0017131318619772,46065214.0,16.666666666666668,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_r64_s42_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,registry aggregate,incomplete or legacy/non-homogeneous group
CBraMod,PhysioNet-MI,native_full_finetune,patch,registry_aggregate,3,"42,1024,3407",True,True,False,supporting_or_boundary,0.62625046196899,0.0031067889026856,0.501590275864183,0.0041240621479088,0.6274052924247545,0.0031333902654768,0.6273700187828656,0.0031269081388927,46035409.0,24.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_r64_s42_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,registry aggregate,incomplete or legacy/non-homogeneous group
CBraMod,PhysioNet-MI,upper_k_finetune,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5984789863326366,0.0078214628900053,0.46459346,0.01046216,0.60002931,0.00929412,0.5999970511374826,0.00929632879034,41927004.0,8.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s42_lr2e-4_b64_e40,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,axis_blind,generic_token_control,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3005707474248119,0.008053847067473,0.1231685000377189,0.0107855575716889,0.299316996685651,0.0105350635113522,0.3039721363649708,0.0105776777783506,10141954.0,11.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_axis_blind_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_axis_blind_s3407_requeue_20260805|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_axis_blind_s42_20260804,registry aggregate,canonical registry group
CBraMod,SEED-V,frozen_probe,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.298685274819937,0.0011518018654193,0.1209287,0.0017179,0.29308464,0.00492685,0.29850949504081,0.0032290751289398,10082005.0,13.666666666666666,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s3407_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s42_20260804,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,full_finetune,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3876198148911928,0.0114983877766819,0.24080397,0.01600748,0.3861221,0.01362911,0.3963813243057734,0.0141870052282935,14965805.0,15.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s42,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,generic_bottleneck,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2938417387815842,0.0008062965127148,0.11338613,0.00188079,0.29142468,0.00303632,0.2944019657704686,0.0042625937996193,10108270.0,8.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s3407_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s42_20260804,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,interaction_aligned,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2918279811285288,0.0040149591629334,0.11267003,0.00507698,0.28568275,0.00489885,0.2916853323927109,0.0031258878927573,10111810.0,9.333333333333334,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s1024_lr1e-5_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s3407_lr1e-5_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s42_lr1e-5_20260804,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,interaction_aligned,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2950850545967181,0.0036913997756768,0.116890253128346,0.0058906294071386,0.2929651239311973,0.0080349458674697,0.2985272174514308,0.0084702752927389,10111810.0,14.333333333333334,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s3407_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s42_20260804,registry aggregate,canonical registry group
CBraMod,SEED-V,lora,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3838240224827433,0.0026913752798628,0.23313215,0.00237924,0.38446788,0.00153052,0.3925218352633037,0.0009678434292905,10158805.0,18.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s3407_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s42_20260804,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,native_full_finetune,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.395317055076252,0.0091842354365047,0.25073212,0.01159802,0.39465589,0.0101791,0.4049225131838106,0.0099228496706209,14995610.0,17.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s42,manuscript_final_v2 method_summary,canonical registry group
CBraMod,SEED-V,upper_k_finetune,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.3898094306728172,0.0013654162633616,0.23930199,0.00301232,0.38812571,0.00562567,0.3958007624869469,0.0060032463330411,10887205.0,13.333333333333334,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s1024_20260804|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s3407_requeue_20260805|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s42_20260804,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,axis_blind,generic_token_control,registry_aggregate,3,"42,1024,3407",True,True,True,primary_RQ2_candidate,0.4580029030210152,0.0082579084031114,0.45816061,0.01021884,0.47631535,0.00521698,0.7219390734921683,0.0055757847159303,16262355.0,7.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,frozen_probe,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.4656140489357275,0.0314704783018403,0.4699457,0.01954496,0.48129525,0.01922409,0.7278635588450506,0.0095798399921608,16202406.0,8.333333333333334,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s1024_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s3407_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,full_finetune,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6201429709506181,0.0241277203696126,0.64244363,0.02312439,0.56545696,0.03694844,0.8139259633125607,0.0102475713450169,21086206.0,7.333333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s1024_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s3407_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,generic_bottleneck,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.4611558816771409,0.0124045531791126,0.44123438,0.00765989,0.4741011,0.00700583,0.7121146250952176,0.004621837368261,16228671.0,9.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s42_r64_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,interaction_aligned,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.4558947332067463,0.0022366736294179,0.4643181932089294,0.0144125993109095,0.4798212360948523,0.0063220349186416,0.7258355841981697,0.0074896066592044,16232211.0,8.333333333333334,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_s42_r64_lr1e-4_b8_e20,registry aggregate,canonical registry group
CBraMod,TUEV,interaction_aligned,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,True,primary_RQ2_candidate,0.4547937007354489,0.0222668524994896,0.4496754,0.02122007,0.47196254,0.02156431,0.7173977231830272,0.0112271210663515,16262016.0,7.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s42_r64_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,interaction_aligned,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.4552915653467641,0.0068367309016282,0.444335528304772,0.0029274683817452,0.4721568998005088,0.008419266208289,0.714501800732353,0.0022443474159314,16232211.0,10.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_patch_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_patch_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_patch_s42_r64_lr1e-4_b8_e20,registry aggregate,canonical registry group
CBraMod,TUEV,lora,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5550461369354313,0.0089716641929079,0.54471666,0.01230394,0.52657876,0.00551675,0.7641399334397798,0.0059460137837209,16279206.0,6.666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s1024_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s3407_lr1e-4_b8_e20_resub|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s42_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,native_full_finetune,channel,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6233558397894622,0.021609123878427,0.6361631777209458,0.0464299579604733,0.5954235845549583,0.0493378358419725,0.811892910030076,0.0223151126602289,21116011.0,4.666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_s3407_r64_lr1e-4_b8_e20_resub|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_s42_r64_lr1e-4_b8_e20,registry aggregate,canonical registry group
CBraMod,TUEV,native_full_finetune,channel_patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.632892204480388,0.0148424712523863,0.61835193,0.03834307,0.59037653,0.0572467,0.7999044918217599,0.0183118535141645,21145816.0,6.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s42_r64_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
CBraMod,TUEV,native_full_finetune,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.6393128789582927,0.0117663474400315,0.6364301982228983,0.0271887855851586,0.6118134567507272,0.0309635466394519,0.8119844242315238,0.0152386056301671,21116011.0,3.6666666666666665,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_patch_s1024_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_patch_s3407_r64_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_patch_s42_r64_lr1e-4_b8_e20,registry aggregate,canonical registry group
CBraMod,TUEV,upper_k_finetune,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.5567185306533096,0.0311039898931779,0.56395976,0.0330202,0.51751988,0.0204382,0.7732020372511891,0.0155700504171609,17007606.0,5.666666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s1024_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s3407_lr1e-4_b8_e20|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s42_lr1e-4_b8_e20,manuscript_final_v2 method_summary,canonical registry group
LaBraM,FACED,frozen_native_generic,generic,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.1781624619788871,0.002589364043372,0.0775309408486788,0.0031025664704769,0.169312475,0.002714929,0.1725831389455161,0.0027746925262232,28074.0,69.33333333333333,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_generic_seed42,manuscript_final_v3 cross_backbone_context,canonical registry group
LaBraM,FACED,frozen_native_patch,patch,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.1673823582036142,0.0073553139045019,0.0642845755141111,0.0079067535470165,0.153743255,0.000390417,0.1563781405734493,0.0007395742931539,163010.0,39.333333333333336,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_patch_seed42,manuscript_final_v3 cross_backbone_context,canonical registry group
LaBraM,FACED,frozen_probe,none,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.1400071569153695,0.0034483295530878,0.0352227067576997,0.0031208738707254,0.097696822,0.018597051,0.1031676840563557,0.017555021778877,1809.0,30.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_frozen_dense_seed42,manuscript_final_v3 cross_backbone_context,canonical registry group
LaBraM,FACED,lora,qkv,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2823403113258185,0.0324020587276335,0.19177241,0.03620483,0.27983302,0.03209393,0.2801255514069021,0.0318524165715373,78609.0,62.333333333333336,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_lora_qkv_r8_seed42,manuscript_final_v2 method_summary,canonical registry group
LaBraM,FACED,upper2,upper,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.2968777956700661,0.0010846623414727,0.20809922,0.00124482,0.296596,0.00161812,0.2966331059316612,0.0015233410979761,967169.0,66.66666666666667,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed1024|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed3407|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/faced_reviewer_r2_upper2_seed42,manuscript_final_v2 method_summary,canonical registry group
LaBraM,ISRUC,axis_blind,generic_token_control,registry_aggregate,3,"42,1024,3407",True,True,True,supporting_or_boundary,0.7232984103817328,0.0021862795565521,0.6831573889890157,0.0021260345353558,0.711230293,0.001990189,0.7456101362539256,0.0017647073652331,162006.0,22.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/isruc_labram_axis_blind_b400_s1024_b16_lr2e-4_e30_retry_seqfix|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/isruc_labram_axis_blind_b400_s3407_b16_lr2e-4_e30_retry_seqfix|/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/isruc_labram_axis_blind_b400_s42_b16_lr2e-4_e30_retry_seqfix,manuscript_final_v3 cross_backbone_context,canonical registry group
LaBraM,ISRUC,dense,none,registry_aggregate,1,42,False,True,True,supporting_or_boundary,0.804765071032708,0.0,0.7688569902257629,0.0,,,0.8210639088236777,0.0,6303541.0,8.0,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/isruc_labram_dense_scale100_s42_b16_lr2e-4_e30_strict_rerun,registry aggregate,incomplete or legacy/non-homogeneous group
