backbone,dataset,artifact_name,artifact_dir,registry_member,registry_contract_valid,classification,complete_test_contract,audit_or_smoke_name,operator_audit_name,method,axis,seed,selected_epoch,balanced_accuracy,cohen_kappa,macro_f1,weighted_f1,macro_f1_reconstructed,metric_source,config_present,local_log_present,checkpoint_best_present,summary_present,final_test_present
CBraMod,SEED-V,seedv_evalmode_frozen_dense_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s3407_20260804,True,True,registry_complete,True,False,False,frozen_probe,none,3407.0,10.0,0.29973132813597125,0.1228544096555827,0.28764286457921145,0.2948582455688621,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_dense_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s42_20260804,True,True,registry_complete,True,False,False,frozen_probe,none,42.0,18.0,0.29887356868193465,0.12037805964392967,0.2972422535706719,0.3009894967006879,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_generic_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s1024_20260804,True,True,registry_complete,True,False,False,generic_bottleneck,none,1024.0,5.0,0.294764441240966,0.11541017041287605,0.2948937702590357,0.29902430687271664,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_generic_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s3407_20260804,True,True,registry_complete,True,False,False,generic_bottleneck,none,3407.0,14.0,0.293487994219922,0.11169233784283494,0.29012982862273634,0.290626152617409,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_generic_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s42_20260804,True,True,registry_complete,True,False,False,generic_bottleneck,none,42.0,5.0,0.29327278088386477,0.11305587634891845,0.2892504477598282,0.2935554378212802,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_lora_qkv_r8_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s1024_20260804,True,True,registry_complete,True,False,False,lora,none,1024.0,16.0,0.3867902250139227,0.2350602402969746,0.3862253754203979,0.39334285536144853,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_lora_qkv_r8_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s3407_20260804,True,True,registry_complete,True,False,False,lora,none,3407.0,21.0,0.38314387377183884,0.23386297981557047,0.38374999623511946,0.3927679570764286,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_lora_qkv_r8_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s42_20260804,True,True,registry_complete,True,False,False,lora,none,42.0,17.0,0.3815379686624684,0.23047322396546233,0.38342825703241834,0.39145469335203414,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_patch_singleton_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s1024_20260804,True,True,registry_complete,True,False,False,interaction_aligned,patch,1024.0,13.0,0.2965905683838764,0.12000009477710205,0.29628109040295014,0.3029047608653736,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_patch_singleton_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s3407_20260804,True,True,registry_complete,True,False,False,interaction_aligned,patch,3407.0,25.0,0.2977857747164364,0.12057424235301395,0.2988113814871551,0.3039129687511621,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_patch_singleton_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_patch_singleton_s42_20260804,True,True,registry_complete,True,False,False,interaction_aligned,patch,42.0,5.0,0.2908788206898414,0.11009642225492222,0.2838028999034868,0.28876392273775664,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_upper2_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s1024_20260804,True,True,registry_complete,True,False,False,upper_k_finetune,none,1024.0,17.0,0.3892243661120306,0.23905169859105813,0.389832491222247,0.3972784537978518,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_upper2_s3407_requeue_20260805,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s3407_requeue_20260805,True,True,registry_complete,True,False,False,upper_k_finetune,none,3407.0,9.0,0.38883403702200003,0.23642263336649239,0.3818443075764133,0.38919665572669876,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_evalmode_frozen_upper2_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s42_20260804,True,True,registry_complete,True,False,False,upper_k_finetune,none,42.0,14.0,0.3913698888844211,0.242431646016815,0.3927003265206678,0.4009271779362901,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_axis_blind_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_axis_blind_s1024,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,1024.0,8.0,0.23481304842063958,0.04468840144856834,0.15992627134590207,0.16469217320540067,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_axis_blind_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_axis_blind_s3407,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,3407.0,16.0,0.2363857595889259,0.046590487719475826,0.18595362850015498,0.18967965275591026,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_axis_blind_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_axis_blind_s42,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,42.0,17.0,0.24702929787410638,0.05756723207623504,0.18820846591102267,0.18792217267210978,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_channel_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_channel_s1024,False,,empty_or_unresolved,False,False,False,interaction_aligned,channel,1024.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_frozen_channel_s1024_adapterlr1e-5_refine,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_channel_s1024_adapterlr1e-5_refine,False,,empty_or_unresolved,False,False,False,interaction_aligned,channel,1024.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_frozen_channel_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_channel_s42,True,True,registry_complete,True,False,False,interaction_aligned,channel,42.0,12.0,0.2444033789826689,0.05215798938503957,0.20893284703584908,0.20446723776926184,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_channel_s42_adapterlr1e-5_refine_v2,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_channel_s42_adapterlr1e-5_refine_v2,True,True,registry_complete,True,False,False,interaction_aligned,channel,42.0,27.0,0.24292921676821244,0.05168650184147672,0.16331468140370214,0.16458270564741323,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_dense_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_dense_s1024,True,True,registry_complete,True,False,False,frozen_probe,none,1024.0,31.0,0.2381892755745701,0.046643743249714986,0.17130539358864522,0.17366972543025858,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_dense_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_dense_s3407,True,True,registry_complete,True,False,False,frozen_probe,none,3407.0,27.0,0.23945277307160037,0.04756711563244187,0.16176819139895596,0.16413588952562358,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_dense_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_dense_s42,True,True,registry_complete,True,False,False,frozen_probe,none,42.0,15.0,0.23873779968931452,0.04702422911653936,0.15729425851764117,0.1604634389856535,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_generic_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_generic_s1024,True,True,registry_complete,True,False,False,generic_bottleneck,none,1024.0,12.0,0.23500085507124813,0.04330118924299531,0.15527520846395393,0.157487980390741,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_generic_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_generic_s3407,True,True,registry_complete,True,False,False,generic_bottleneck,none,3407.0,16.0,0.23723314020627226,0.0466842417367026,0.18035988099802275,0.18309394319048586,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_generic_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_generic_s42,True,True,registry_complete,True,False,False,generic_bottleneck,none,42.0,15.0,0.24804775711424373,0.05857173052660847,0.18815365136611445,0.18844382796377643,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_lora_qkv_r8_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_lora_qkv_r8_s1024,True,True,registry_complete,True,False,False,lora,none,1024.0,30.0,0.3839024721885325,0.23607208755044196,0.3793462124627388,0.38936399074702016,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_lora_qkv_r8_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_lora_qkv_r8_s3407,True,True,registry_complete,True,False,False,lora,none,3407.0,21.0,0.39843105764303366,0.2547465586573697,0.3928791400369748,0.40440788921882764,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_lora_qkv_r8_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_lora_qkv_r8_s42,True,True,registry_complete,True,False,False,lora,none,42.0,37.0,0.4055582516849702,0.265057878503428,0.4014189832771226,0.41288562478169455,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_patch_singleton_control_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_patch_singleton_control_s1024,True,True,registry_complete,True,False,False,interaction_aligned,patch,1024.0,28.0,0.23376515495711486,0.04126776888893169,0.1748949961448864,0.17650040399011122,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_patch_singleton_control_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_patch_singleton_control_s3407,True,True,registry_complete,True,False,False,interaction_aligned,patch,3407.0,26.0,0.23850398871108597,0.046278917041194245,0.1733758322306132,0.17433819062435818,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_patch_singleton_control_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_patch_singleton_control_s42,True,True,registry_complete,True,False,False,interaction_aligned,patch,42.0,17.0,0.23752155886616616,0.04545825947110549,0.1559862324851339,0.15894703460607457,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_upper2_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_upper2_s1024,True,True,registry_complete,True,False,False,upper_k_finetune,none,1024.0,28.0,0.2287969264206377,0.04199115808968934,0.1708393757864983,0.18840884628329266,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_upper2_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_upper2_s3407,True,True,registry_complete,True,False,False,upper_k_finetune,none,3407.0,25.0,0.2312565424937961,0.04533236981193678,0.18017549582090944,0.1971353691094713,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_frozen_upper2_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_frozen_upper2_s42,True,True,registry_complete,True,False,False,upper_k_finetune,none,42.0,40.0,0.22454929801365636,0.03518004656651674,0.18412563739913762,0.20021683141667646,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_native_channel_r32_s42_gate_20260805,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_channel_r32_s42_gate_20260805,True,True,registry_complete,True,True,False,interaction_aligned,channel,42.0,5.0,0.29146440496243325,0.1125346493102013,0.28745126605014326,0.2938868805532945,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_native_full_channel_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s1024,True,True,registry_complete,True,False,False,native_full_finetune,channel,1024.0,29.0,0.4031073473273993,0.26016038755037885,0.4030770964656445,0.4128267744576811,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_native_full_channel_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s3407,True,True,registry_complete,True,False,False,native_full_finetune,channel,3407.0,18.0,0.38519024059184903,0.23778118515098023,0.3833441141950308,0.3937867249915951,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_native_full_channel_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s42,True,True,registry_complete,True,False,False,native_full_finetune,channel,42.0,4.0,0.39765357730950784,0.25425479008590235,0.39754644853589305,0.40815404010215556,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_smoke_frozen_channel_20260802,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_frozen_channel_20260802,False,,audit_or_smoke,False,True,False,interaction_aligned,channel,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_frozen_dense_20260802,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_frozen_dense_20260802,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_frozen_dense_20260802_r2,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_frozen_dense_20260802_r2,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_frozen_dense_20260802_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_frozen_dense_20260802_r3,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_gpu_channel_20260802_r1,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_channel_20260802_r1,True,True,registry_complete,True,True,False,interaction_aligned,channel,42.0,1.0,0.0,0.0,0.0,0.0,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,SEED-V,seedv_smoke_gpu_dense_20260802,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_gpu_dense_20260802_r2,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802_r2,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_gpu_dense_20260802_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802_r3,False,,audit_or_smoke,False,True,False,frozen_probe,none,42.0,,,,,,False,CBraMod/test_metrics.json,True,False,False,False,False
CBraMod,SEED-V,seedv_smoke_gpu_dense_20260802_r4,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802_r4,True,True,registry_complete,True,True,False,frozen_probe,none,42.0,1.0,0.0,0.0,0.0,0.0,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_boundary_adapter_dropout01_s42_w3_e15_a5e-6_as0p05,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_boundary_adapter_dropout01_s42_w3_e15_a5e-6_as0p05,True,True,registry_complete,True,False,False,interaction_aligned,channel_patch,42.0,1.0,0.3697094491092614,0.4510304436427037,0.38287673798951855,0.7167494136105953,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_boundary_adapter_gamma025_s42_w3_e15_a5e-6_as0p05,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_boundary_adapter_gamma025_s42_w3_e15_a5e-6_as0p05,True,True,registry_complete,True,False,False,interaction_aligned,channel_patch,42.0,1.0,0.37244340177661356,0.46128933554765383,0.38517877680957247,0.7219589907303363,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_corrected_gate_frozen_channel_patch_s42_lr1e-4_b8_e20_alpha0p01,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_corrected_gate_frozen_channel_patch_s42_lr1e-4_b8_e20_alpha0p01,True,True,registry_complete,True,True,False,interaction_aligned,channel_patch,42.0,13.0,0.44257555777800617,0.4296084848679441,0.4638179195160819,0.7066781414404987,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_corrected_gate_frozen_probe_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_corrected_gate_frozen_probe_s42_lr1e-4_b8_e20,True,True,registry_complete,True,True,False,frozen_probe,none,42.0,5.0,0.498625760073093,0.47123591970337864,0.49270968095199646,0.7276106191897643,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s1024_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s1024_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,full_finetune,none,1024.0,12.0,0.6449209384201723,0.6258049121735196,0.6015572180823171,0.8053685026713142,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s3407_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s3407_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,full_finetune,none,3407.0,5.0,0.5967228432909115,0.6688489562887722,0.5670986023891754,0.8252821309519703,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,full_finetune,none,42.0,5.0,0.6187851311407706,0.6326770201492334,0.5277150656834997,0.8111272563143976,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s42_lr1e-4_b8_e25,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr1e-4_b8_e25,True,True,registry_complete,True,False,False,full_finetune,none,42.0,2.0,0.6353592191632633,0.6489200677969522,0.5969069088496289,0.8120566641598465,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s42_lr2e-4_b8_e25,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr2e-4_b8_e25,True,True,registry_complete,True,False,False,full_finetune,none,42.0,18.0,0.5879778073840499,0.5693955011105292,0.5369494068182278,0.7820118467020774,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_s42_lr3e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr3e-4_b8_e20,True,True,registry_complete,True,False,False,full_finetune,none,42.0,5.0,0.615160349051229,0.6437350925060317,0.5445261662064692,0.817991310561134,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_dense_source_fidelity_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_source_fidelity_s42_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,full_finetune,none,42.0,8.0,0.5959280740671211,0.6360066966709615,0.5715497363148176,0.8117890769980128,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axis_decomposed_mlp_s1024_r147_lr1e-4_h2e-4_a5e-5_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axis_decomposed_mlp_s1024_r147_lr1e-4_h2e-4_a5e-5_b8_e20,False,,supplemental_operator_audit,True,False,True,axis_decomposed_mlp,channel_patch,1024.0,12.0,0.45858630441397547,0.46019918636022517,0.4782410860236597,0.7227619738055886,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axis_decomposed_mlp_s3407_r147_lr1e-4_h2e-4_a5e-5_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axis_decomposed_mlp_s3407_r147_lr1e-4_h2e-4_a5e-5_b8_e20,False,,supplemental_operator_audit,True,False,True,axis_decomposed_mlp,channel_patch,3407.0,14.0,0.48242070022287437,0.45450026564243284,0.48436074818754177,0.7185363282480195,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axis_decomposed_mlp_s42_r147_lr1e-4_h2e-4_a5e-5_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axis_decomposed_mlp_s42_r147_lr1e-4_h2e-4_a5e-5_b8_e20,False,,supplemental_operator_audit,True,False,True,axis_decomposed_mlp,channel_patch,42.0,20.0,0.44998218501245413,0.4370361030187806,0.4717277526859325,0.7100398221198732,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,1024.0,3.0,0.4631238468124301,0.4634932475667418,0.48207995828534617,0.7250984677993937,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,3407.0,5.0,0.4624084200865434,0.4646100399866223,0.4749475971827315,0.725217672944055,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,axis_blind,generic_token_control,42.0,13.0,0.4484764421640722,0.44637853176665965,0.4719184890066499,0.7155010797330563,False,CBraMod/test_metrics.json,True,False,False,True,False
CBraMod,TUEV,tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20,True,True,registry_complete,True,False,False,interaction_aligned,channel_patch,1024.0,3.0,0.4804948741238085,0.47188591051178597,0.4964129906723327,0.7290714805482992,False,CBraMod/test_metrics.json,True,False,False,True,False
