backbone,dataset,run_id,artifact_dir,method,axis,seed,candidate,candidate_score,contract_valid,status,selected_epoch,val_selection_value,balanced_accuracy,cohen_kappa,macro_f1,weighted_f1,trainable_parameters,adapter_delta_ratio,backbone_update_norm,source
CBraMod,isruc,isruc_cbramod_native_full_patch_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_native_full_patch_s42_lr2e-4_b8_e20,native_full_finetune,patch,42,True,102,True,completed,10,0.7339571793621571,0.7739250953015382,0.727524958541965,0.7701606178260242,0.7901155681855095,26501066,1.7248634321731515e-05,0.03905661031603813,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_frozen_generic_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_generic_s42_lr2e-4_b8_e20,generic_bottleneck,none,42,True,102,True,completed,9,0.7293925776443975,0.752260738681068,0.7114092871489754,0.7437807301070515,0.771384657073822,21613726,,0.0,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_lora_qkv_r8_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_lora_qkv_r8_s42_lr2e-4_b8_e20,lora,none,42,True,102,True,completed,9,0.727591496073642,0.746508729374732,0.700463382439486,0.7387823196824165,0.7662418302422025,21664261,,0.0,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_native_full_channel_patch_s42_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_native_full_channel_patch_s42_lr2e-4_b8_e20,native_full_finetune,channel_patch,42,True,102,True,completed,20,0.7373726824338765,0.7828451424869682,0.74697324922096,0.7827616835790476,0.8052137083972031,26530871,4.733820242108777e-05,0.034704603254795074,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_dense_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_dense_s1024_lr2e-4_b8_e20,full_finetune,none,1024,True,102,True,completed,4,0.7343384423136812,0.793113887986853,0.754006144489807,0.7893432253370829,0.8103796060896085,26471261,,0.03563309460878372,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_dense_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_dense_s3407_lr2e-4_b8_e20,full_finetune,none,3407,True,102,True,completed,4,0.7397617004394166,0.775524558870085,0.7335915851686902,0.7730517303229248,0.7966772075623807,26471261,,0.037474144250154495,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,frozen_probe,none,1024,True,102,True,completed,20,0.708655217165719,0.7543855637013218,0.7069015499765529,0.7509045801707795,0.7720601779743427,21587461,,0.0,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,frozen_probe,none,3407,True,102,True,completed,10,0.734245586714593,0.7599638783089742,0.7225676263771739,0.7574594748575196,0.7853328223561034,21587461,,0.0,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_alpha0_frozen_channel_r32_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_frozen_channel_r32_s3407,interaction_aligned,channel,3407,True,2,True,completed,16,0.7152184908679668,0.7507157513471675,0.7104063642919359,0.746691753647598,0.7727219306643444,21598418,0.05739283561706543,0.0,summary.json + test_metrics.json
CBraMod,isruc,isruc_cbramod_alpha0_frozen_channel_r32_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/isruc/isruc_cbramod_alpha0_frozen_channel_r32_s1024,interaction_aligned,channel,1024,True,2,True,completed,10,0.7183106014608274,0.7501866977937308,0.698797224924274,0.7413308935511482,0.7635002213767207,21598418,0.02913769520819187,0.0,summary.json + test_metrics.json
