comparison,backbone,dataset,axis,seed,left_method,right_method,metric,left_value,right_value,effect_left_minus_right,left_better,parameter_match_pct,pair_validity,pair_contract_valid,pair_artifacts_verified,pair_invalid_reason,left_artifact,right_artifact,scope_note
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,42,interaction_aligned,axis_blind,cohen_kappa,0.7119569714407924,0.7135281478522446,-0.001571176411452213,0,0.0015660072036331367,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,isruc_cbramod_axisblind_s42_lr2e-4_b8_e20,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,42,interaction_aligned,axis_blind,macro_f1,0.7471509189075352,0.750640002005781,-0.0034890830982458043,0,0.0015660072036331367,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,isruc_cbramod_axisblind_s42_lr2e-4_b8_e20,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,42,interaction_aligned,axis_blind,weighted_f1,0.7732663754247068,0.7764788577739145,-0.0032124823492076793,0,0.0015660072036331367,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,isruc_cbramod_axisblind_s42_lr2e-4_b8_e20,
aligned_vs_axis_blind,CBraMod,isruc,channel,3407,interaction_aligned,axis_blind,balanced_accuracy,0.7507157513471675,0.744904249206741,0.005811502140426472,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel,3407,interaction_aligned,axis_blind,cohen_kappa,0.7104063642919359,0.6983302246477419,0.012076139644194073,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel,3407,interaction_aligned,axis_blind,macro_f1,0.746691753647598,0.7430382233768631,0.003653530270734895,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel,3407,interaction_aligned,axis_blind,weighted_f1,0.7727219306643444,0.7667343927634974,0.00598753790084694,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel,1024,interaction_aligned,axis_blind,balanced_accuracy,0.7501866977937308,0.7602972545775273,-0.010110556783796465,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,channel,1024,interaction_aligned,axis_blind,cohen_kappa,0.698797224924274,0.7193175444221973,-0.020520319497923323,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,channel,1024,interaction_aligned,axis_blind,macro_f1,0.7413308935511482,0.7600400933507746,-0.018709199799626375,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,channel,1024,interaction_aligned,axis_blind,weighted_f1,0.7635002213767207,0.7830423822479932,-0.019542160871272474,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,patch,3407,interaction_aligned,axis_blind,balanced_accuracy,0.751728362361652,0.744904249206741,0.006824113154910938,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,patch,3407,interaction_aligned,axis_blind,cohen_kappa,0.7081978366685706,0.6983302246477419,0.009867612020828753,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,patch,3407,interaction_aligned,axis_blind,macro_f1,0.7501864111008701,0.7430382233768631,0.007148187724007049,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,patch,3407,interaction_aligned,axis_blind,weighted_f1,0.7719204480684727,0.7667343927634974,0.00518605530497529,1,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,patch,1024,interaction_aligned,axis_blind,balanced_accuracy,0.7506977400259212,0.7602972545775273,-0.009599514551606125,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,patch,1024,interaction_aligned,axis_blind,cohen_kappa,0.7084492340465698,0.7193175444221973,-0.010868310375627521,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,patch,1024,interaction_aligned,axis_blind,macro_f1,0.7501811391137457,0.7600400933507746,-0.009858954237028872,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,patch,1024,interaction_aligned,axis_blind,weighted_f1,0.7740439924086199,0.7830423822479932,-0.008998389839373289,0,0.22631806761178358,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,3407,interaction_aligned,axis_blind,balanced_accuracy,0.7582700564676808,0.744904249206741,0.013365807260939722,1,0.17570231265541697,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,3407,interaction_aligned,axis_blind,cohen_kappa,0.7177018636118719,0.6983302246477419,0.019371638964130078,1,0.17570231265541697,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,3407,interaction_aligned,axis_blind,macro_f1,0.7560127141520887,0.7430382233768631,0.012974490775225611,1,0.17570231265541697,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,3407,interaction_aligned,axis_blind,weighted_f1,0.779714160419938,0.7667343927634974,0.0129797676564406,1,0.17570231265541697,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,1024,interaction_aligned,axis_blind,balanced_accuracy,0.7467958307219527,0.7602972545775273,-0.013501423855574624,0,0.17570231265541697,PAIR_ARTIFACT_UNVERIFIED,True,False,full configuration-level nuisance matching not yet manually confirmed,isruc_cbramod_alpha0_frozen_channel_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,
