comparison,backbone,dataset,axis,metric,n,seeds,effect_mean,effect_sd,positive_seeds,effect_min,effect_max,scope_note,pair_validity,pair_invalid_reason,parameter_match_pct_mean
aligned_vs_frozen_probe,LaBraM,FACED,patch,weighted_f1,3,"42,1024,3407",0.053210456517093586,0.01810764918776263,3,0.04176003770645509,0.07408666888930623,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,PhysioNet-MI,channel_patch,balanced_accuracy,3,"42,1024,3407",0.013875763916810632,0.005727140375184048,3,0.009298166175956635,0.020297883010648776,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,PhysioNet-MI,channel_patch,cohen_kappa,3,"42,1024,3407",0.018541098828435392,0.007633590041915674,3,0.01242780377842656,0.027097056733086267,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,PhysioNet-MI,channel_patch,weighted_f1,3,"42,1024,3407",0.005471127852792986,0.008443936786445493,2,-0.0029595912626866894,0.013928220529247581,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel,balanced_accuracy,3,"42,1024,3407",0.06652137899922282,0.018567520429004596,3,0.04962145447174321,0.08639706785279588,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel,cohen_kappa,3,"42,1024,3407",0.013375742046635794,0.030918229684646435,2,-0.02182136271520041,0.036152111450276636,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel,weighted_f1,3,"42,1024,3407",0.0043721203957952275,0.020738509979441773,2,-0.019574620174349855,0.016377243114344853,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel_patch,balanced_accuracy,3,"42,1024,3407",0.025822751118384408,0.01824372336706412,3,0.014853896815857082,0.04688269170456916,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel_patch,cohen_kappa,3,"42,1024,3407",0.01443080457489602,0.047096915421476086,2,-0.03024257750100723,0.06362519735076533,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,channel_patch,weighted_f1,3,"42,1024,3407",0.004716758753086266,0.025849208731980277,2,-0.01877090461248876,0.032411416254261805,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,patch,balanced_accuracy,3,"42,1024,3407",0.032970740186253476,0.018246413328162573,3,0.01706200812646097,0.052888207090481865,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,patch,cohen_kappa,3,"42,1024,3407",0.043860681067762676,0.009023480650418438,3,0.0381161334974337,0.054261124149485696,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
aligned_vs_frozen_probe,LaBraM,TUEV,patch,weighted_f1,3,"42,1024,3407",0.023809558370357625,0.005283791025619463,3,0.020069603481571496,0.029854221512476964,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,
frozen_aligned_vs_full_native,CBraMod,faced,channel,balanced_accuracy,3,"42,1024,3407",-0.18505099302200756,0.015070204123850168,0,-0.19605475040257653,-0.16787439613526578,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel,cohen_kappa,3,"42,1024,3407",-0.2063918976104546,0.01659205851835604,0,-0.2195366155061429,-0.18774855280980496,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel,macro_f1,3,"42,1024,3407",-0.1931070696625905,0.014708158876454738,0,-0.20690768191412828,-0.17763429226844962,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel,weighted_f1,3,"42,1024,3407",-0.189340420812678,0.014644976143602544,0,-0.2030185133389975,-0.17388989007367034,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel_patch,balanced_accuracy,3,"42,1024,3407",-0.1743603506888531,0.0032493720922641806,0,-0.17807300053676878,-0.17203435319377347,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel_patch,cohen_kappa,3,"42,1024,3407",-0.1940372179523279,0.003641553363468056,0,-0.19787606365616717,-0.19063174037544972,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel_patch,macro_f1,3,"42,1024,3407",-0.18063494100680783,0.002973025992072803,0,-0.1839914368398421,-0.17833272566994074,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,channel_patch,weighted_f1,3,"42,1024,3407",-0.1772696045642814,0.0028564115553395813,0,-0.18031304116034014,-0.1746468834334649,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,patch,balanced_accuracy,3,"42,1024,3407",-0.17995169082125606,0.004656294034594035,0,-0.18531937734836285,-0.1769994632313473,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,patch,cohen_kappa,3,"42,1024,3407",-0.20096195326945024,0.0035365889083347275,0,-0.20504544004320813,-0.1988839754657198,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,patch,macro_f1,3,"42,1024,3407",-0.18886991859395164,0.002623033241451157,0,-0.1918621013023749,-0.1869670897748842,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,faced,patch,weighted_f1,3,"42,1024,3407",-0.18523768095487228,0.0021489773595616928,0,-0.18765947383000886,-0.1835584970581915,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,channel,balanced_accuracy,3,"42,1024,3407",-0.10348907394772318,0.012566768229095839,0,-0.11196024872302468,-0.08905039574559204,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,channel,cohen_kappa,3,"42,1024,3407",-0.1380620877609815,0.01624216258544791,0,-0.14913311850328437,-0.11941619275461879,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,channel,macro_f1,3,"42,1024,3407",-0.10897313725782881,0.005719278143320803,0,-0.11232467336729934,-0.10236933239713791,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,channel,weighted_f1,3,"42,1024,3407",-0.11323718079109969,0.006927480113562253,0,-0.11809993972005162,-0.10530533203546555,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,patch,balanced_accuracy,3,"42,1024,3407",-0.100232000479534,0.01110971966951892,0,-0.10677475661966646,-0.08740446587541262,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,patch,cohen_kappa,3,"42,1024,3407",-0.13384186780074106,0.014544301235456917,0,-0.14415836783098013,-0.11720694279796628,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,patch,macro_f1,3,"42,1024,3407",-0.10169076246765878,0.01525993367835165,0,-0.11374354863240627,-0.0845327327078757,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,seedv,patch,weighted_f1,3,"42,1024,3407",-0.10639529573237982,0.01507090566780049,0,-0.11939011736439892,-0.08987375624043303,within-subject protocol; patch axis is singleton/degenerate,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel,balanced_accuracy,3,"42,1024,3407",-0.16746110658271593,0.01937603947531338,0,-0.18692007627451307,-0.14816907606899477,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel,cohen_kappa,3,"42,1024,3407",-0.17184498451201635,0.032020169851477265,0,-0.19771667870048737,-0.136033760761185,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel,macro_f1,3,"42,1024,3407",-0.11560234846010596,0.043089337883652656,0,-0.1479558266511794,-0.06668984335922906,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel,weighted_f1,3,"42,1024,3407",-0.08605732583190633,0.01485116555407076,0,-0.09706239039115339,-0.06916516959670282,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel_patch,balanced_accuracy,3,"42,1024,3407",-0.17809850374493896,0.03187227064063657,0,-0.2086634419286329,-0.14506272366161183,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel_patch,cohen_kappa,3,"42,1024,3407",-0.16867653228003787,0.056768744024505643,0,-0.20252320134307866,-0.10313743340069925,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel_patch,macro_f1,3,"42,1024,3407",-0.11841399296493914,0.07869970010253166,0,-0.18364262021051259,-0.031004036842297134,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,channel_patch,weighted_f1,3,"42,1024,3407",-0.0825067686387327,0.02819613801603992,0,-0.10046405059146368,-0.050008471676954436,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,patch,balanced_accuracy,3,"42,1024,3407",-0.1840213136115286,0.014692167219451878,0,-0.20093696904132086,-0.174443116029249,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,patch,cohen_kappa,3,"42,1024,3407",-0.1920946699181262,0.02887469521093298,0,-0.22170797956508326,-0.16402012368947871,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,patch,macro_f1,3,"42,1024,3407",-0.13965655695021828,0.03016415252310003,0,-0.15715824483829322,-0.10482613693144083,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,CBraMod,tuev,patch,weighted_f1,3,"42,1024,3407",-0.09748262349917074,0.017020574414732183,0,-0.1150298936422991,-0.08104283317868988,,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,LaBraM,PhysioNet-MI,channel_patch,balanced_accuracy,3,"42,1024,3407",-0.3420031037244814,0.008407484873151076,0,-0.3510325810128275,-0.3344001282343564,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,LaBraM,PhysioNet-MI,channel_patch,cohen_kappa,3,"42,1024,3407",-0.4557122295912321,0.011197743740223904,0,-0.4677425070503337,-0.4455929730436238,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
frozen_aligned_vs_full_native,LaBraM,PhysioNet-MI,channel_patch,weighted_f1,3,"42,1024,3407",-0.3594449368570471,0.01050467210910297,0,-0.3715507035524865,-0.3527317917003011,serialized-only extension,PAIR_ARTIFACT_UNVERIFIED,full configuration-level nuisance matching not yet manually confirmed,0.0
